x,y,c
155095,188543,27
136113,992889,17
329264,153539,29
473525,20355.8,22
972747,663808,0
870113,630116,0
920377,656178,0
260720,458937,6
111423,940428,17
408185,728355,14
78218.9,461989,16
566301,85604.4,22
569933,890957,11
768395,496536,9
206488,964141,17
306986,160955,27
715659,913846,13
995514,698813,0
229713,491806,6
31678.2,332530,24
433638,660573,2
339061,97933.9,29
185064,104892,12
772118,876278,13
699576,436750,1
159581,877285,17
628040,453017,1
450148,744377,14
482681,183081,15
844935,322581,26
9033.48,855037,21
373089,951262,18
385022,442824,20
517136,544877,2
677114,255959,8
848018,328440,26
923276,221778,19
812128,525254,9
666463,216651,8
446577,180120,15
859523,147038,19
512497,263710,15
922727,593280,0
951445,870022,7
487014,831019,14
315226,312265,28
124882,62196.7,12
515488,871395,11
277139,846522,18
515488,474410,20
759239,147069,4
65340.1,311136,24
794336,219642,26
887509,951689,7
601184,903897,11
480209,539232,2
284310,846339,18
544053,718802,3
261940,920804,18
577288,754753,3
842799,739189,10
55818.4,408490,16
955779,788202,7
435133,219947,15
570421,510300,1
611744,487472,1
143925,696310,21
86306.3,93356.1,12
620228,997101,11
501236,4669.33,22
212317,315439,28
110050,413343,16
543901,436659,20
700583,692709,3
838099,616077,0
157018,263131,24
843196,95187.2,19
843623,704489,10
202246,784387,25
936552,649098,0
132664,758995,21
358592,765770,14
704215,889950,13
698325,122684,4
820063,992798,13
52247.7,24567.4,12
334239,461501,6
739311,678243,10
710196,571947,9
922544,379803,23
360973,627308,2
967345,957030,7
439467,994995,11
480819,569018,2
488815,975921,11
52644.4,289438,24
146123,481979,16
365490,797510,14
143040,794214,21
198462,606403,5
283578,366008,28
527482,189642,22
37690.4,838557,21
61952.6,750664,21
982147,283120,23
769555,843654,13
683035,295236,8
857112,220374,26
866237,67506.9,19
920164,771111,7
988647,86855.7,19
169988,875210,17
732627,757958,10
423475,502731,2
618580,180578,8
518693,636555,2
996368,621815,0
626606,641041,3
254677,54353.5,29
188269,713431,25
310526,603076,6
545335,141820,22
424329,978149,18
372509,384594,28
266152,100131,29
389660,605243,2
48829.6,265084,24
153569,869015,17
578234,480178,1
630238,358013,8
368999,150456,29
350688,315012,28
664541,235969,8
887265,607776,0
403577,453169,20
769341,440352,9
23163.5,191595,24
422803,451155,20
597461,676901,3
882015,853267,7
315195,663289,25
517777,16235.8,22
815363,707297,10
471969,587054,2
558672,981323,11
515061,521561,2
337596,760491,25
270913,878414,18
340068,279885,15
809992,531816,9
14069,740349,21
122318,721244,21
449782,960509,11
568957,192572,8
232551,660024,25
701285,227210,8
847499,735618,10
458327,724418,14
857845,283914,26
322153,324046,28
363994,658498,2
163976,958281,17
797693,647176,10
865535,823054,7
45564.1,45686.2,12
983154,192907,19
352214,607776,6
355449,386944,28
547075,698477,3
269936,156102,27
2441.48,88473.2,12
218299,429609,28
480392,328990,20
15564.4,350322,16
794916,164373,4
754784,478225,9
123783,598285,5
344554,564653,6
977721,652333,0
855586,30060.7,19
399335,671285,2
208045,833857,25
45289.5,358562,16
492874,434339,20
523728,696219,3
56062.5,626057,5
847468,640980,0
18311.1,830836,21
239387,113529,29
769158,540056,9
918943,441847,23
798883,676351,10
32013.9,201727,24
631062,293863,8
686148,447676,1
221717,890439,18
240394,765191,25
623951,285165,8
707053,532151,1
599841,151280,22
465285,371319,20
826838,505661,9
600482,138615,22
8819.85,373516,16
183294,42451.2,12
199011,89999.1,12
821131,758263,10
587085,898648,11
972167,809290,7
529374,280679,8
936613,160070,19
329569,429731,28
253487,31647.7,29
832850,90334.8,19
562456,529344,1
907590,241646,19
959349,893460,7
975768,442488,23
612018,170263,8
544603,697623,3
29023.1,977325,17
810633,71962.6,4
16541,929502,17
480453,603870,2
142094,325938,24
602008,966613,11
572710,996521,11
54292.4,433454,16
594012,895657,11
24750.5,630818,5
72817.2,237251,24
938322,950377,7
720389,809076,13
515610,953185,11
375103,717215,14
552660,265267,8
776757,312723,26
259743,958190,18
569079,570177,1
193670,854335,17
679250,846034,13
593188,224616,8
893216,868954,7
906034,571764,0
513108,127812,22
102512,250801,24
560900,654317,3
630329,188330,8
214881,666707,25
203223,548418,6
150456,778436,21
657308,486007,1
334788,601611,6
477554,746178,14
716391,718802,10
919889,440809,23
285318,278420,27
553667,484512,1
276955,19501.3,29
154515,524644,5
982604,469527,23
806940,382488,26
835597,515305,9
462905,657491,2
286233,641804,25
664632,858211,13
591296,995392,11
305063,841517,18
144719,180029,27
795618,83956.4,4
495010,462691,20
455702,7660.15,22
851680,971465,7
965941,857631,7
807794,645375,10
954375,106784,19
320017,257851,27
841609,670919,10
817255,916349,13
581347,975799,11
779870,161748,4
519944,756554,14
368389,277200,15
889859,10742.5,19
806330,792322,10
70925,394940,16
365337,562944,6
326334,177709,27
83986.9,337809,24
869076,261940,26
899747,523789,9
469893,392712,20
813654,50569.2,4
998077,99002,19
162481,939848,17
921934,802210,7
168004,530931,5
508499,486679,20
795160,425520,9
877682,994995,7
702567,215949,8
810816,2807.7,4
836543,79592.3,19
910489,677297,0
127415,479720,16
983825,547136,0
921781,637104,0
183.111,841700,21
347392,251137,15
280709,112644,29
889370,279550,26
336985,961699,18
175024,555620,5
613697,785913,3
452528,759636,14
931974,242744,19
624561,886624,11
298044,256752,27
91586,996399,17
565355,461257,1
191656,813837,25
837550,619434,0
823115,797693,10
104129,422742,16
25879.7,733757,21
31922.4,745506,21
2075.26,865566,17
719901,570299,9
402081,169073,15
188116,10681.5,12
814081,741295,10
38270.2,774804,21
396741,523240,2
715751,656362,3
612384,845973,11
751671,838008,13
175695,696280,25
889248,566790,0
757866,273019,26
725394,739616,10
799493,468276,9
56917,744194,21
116337,489273,16
129948,159948,12
952391,56489.8,19
78432.6,261666,24
870907,599963,0
629597,309214,8
501663,752922,14
272408,976470,18
804590,334727,26
158635,594440,5
293130,47608.9,29
654622,783776,3
710410,410718,1
317301,155919,29
89266.6,145268,12
748741,693258,10
84078.5,428449,16
917600,803797,7
56032,280099,24
750572,508621,9
756706,957579,13
710990,386273,26
705100,735954,3
327006,392468,28
622669,968078,11
829066,120945,19
696951,977874,13
830927,96560.6,19
120029,263405,24
968108,919980,7
411969,801080,14
213355,140019,27
618580,72145.8,22
849178,240761,26
695181,903958,13
414472,715445,14
372753,453719,20
984954,493606,23
681021,790857,3
513840,605060,2
194952,674978,25
284188,536485,6
104495,411451,16
422102,888058,18
506211,213782,15
525651,289804,8
5005.04,442640,16
394696,719871,14
919462,545763,0
232063,976.592,29
228797,619129,6
149266,965117,17
12909.3,370525,16
976104,190985,19
636647,19318.2,4
867580,965331,7
448653,433454,20
648793,813471,3
422803,712333,14
863765,222663,26
93447.7,599658,5
722709,658315,10
451643,672658,2
199530,280892,27
297678,336009,28
39735.1,530534,5
17914.4,368664,16
28229.6,584857,5
988647,257668,23
156407,235572,27
937315,931333,7
948332,599780,0
734703,895260,13
776208,902860,13
373089,308878,15
148045,971557,17
436354,338908,20
301675,678152,25
305643,314524,28
622486,9155.55,22
800470,915983,13
36622.2,316446,24
50447.1,972564,17
243782,270974,27
253883,557512,6
70131.5,706748,21
731651,69948.4,4
966552,535325,0
452895,10925.6,22
373241,859157,18
116214,318949,24
948943,937468,7
44587.5,554521,5
139805,386608,16
716605,37324.1,4
871151,553697,9
836482,370006,26
903195,11902.2,19
566362,752709,3
232490,213965,27
30274.4,229865,24
458785,131138,22
576403,636555,3
908139,824213,7
676901,654958,3
125187,965331,17
877438,174749,19
746818,979827,13
7934.81,199469,24
374126,330912,28
54780.7,980926,17
490890,151280,22
800592,18829.9,4
360820,560961,6
682424,157994,4
800043,223395,26
431990,377178,20
386029,607654,2
61616.9,115574,12
659352,669118,3
779199,250557,26
820948,857875,7
571429,248085,8
953887,139653,19
621174,681906,3
526383,692984,3
536210,380749,20
490127,751701,14
699087,44465.5,4
297067,323801,28
17456.6,389294,16
246223,853023,18
90731.5,869533,17
362926,932463,18
435499,899869,11
131809,548082,5
56032,394818,16
477859,651814,2
427351,475143,20
38880.6,764702,21
9247.11,490005,16
628071,414441,1
847530,193030,19
465041,142521,22
774560,115299,4
890439,201544,19
317301,24323.3,29
490097,525681,2
780877,969481,13
472762,723991,14
229438,915281,18
387616,339579,28
352580,483627,6
466811,65706.4,22
613849,981536,11
652303,634236,3
752159,817072,13
345470,321757,28
771081,719718,10
724754,74312.6,4
130894,11017.2,12
735374,761406,10
79561.8,642933,5
194708,658467,25
44251.8,957213,17
496078,547960,2
883023,245979,26
764153,447462,9
687765,336741,8
637196,546587,1
863948,707327,10
751122,84200.6,4
509903,186377,15
104678,251167,24
809961,233375,26
416242,385510,20
358348,247627,15
967467,361522,23
178961,451704,16
892392,787500,7
815424,755455,10
35676.1,42329.2,12
369030,759301,14
999268,925932,7
879391,822718,7
441908,395032,20
100131,32105.5,12
724113,132267,4
647694,76418.3,4
216498,173620,27
813013,602344,9
649434,127323,4
158483,702536,21
388226,276101,15
492111,909391,11
109409,693106,21
46357.6,554613,5
641682,42359.7,4
818567,730796,10
356120,604602,6
169012,483901,16
62410.4,890133,17
59419.5,399884,16
516556,602680,2
860744,545671,9
1525.93,319895,24
599658,915647,11
622089,689016,3
969237,239326,19
590258,820399,11
522538,351482,20
491440,524705,2
331767,437574,28
936369,705557,0
145756,469161,16
748405,213477,26
847133,161534,19
533647,414472,20
918302,944090,7
755486,251289,26
799310,857723,13
915128,305460,23
585131,107974,22
744896,922666,13
589770,333048,8
82064.3,475600,16
25818.7,615619,5
928129,925901,7
533830,4821.92,22
739402,636647,10
673086,941435,13
865078,508011,9
877956,620716,0
869045,579150,0
917508,112613,19
874508,890683,7
693777,106174,4
672384,255623,8
405286,584796,2
766411,268166,26
805658,695090,10
413312,13947,29
634419,666280,3
678213,159368,4
407361,999481,18
192633,12634.7,12
756127,397687,26
295480,393963,28
524613,175207,22
185553,348827,28
987457,292856,23
238868,514939,6
979644,839869,7
373180,930418,18
541765,847224,11
898129,878506,7
13794.4,898038,17
299539,623768,6
482772,219886,15
494736,232063,15
224677,932096,18
885250,707938,0
408704,996338,18
654469,52491.8,4
974029,312845,23
828730,166631,19
372875,436628,20
270486,424970,28
922422,687521,0
627186,849635,11
946867,117069,19
939329,744346,0
847407,915.555,19
747459,34272.3,4
832240,369945,26
749809,19928.6,4
400769,705985,14
978576,419019,23
927885,428877,23
707144,65187.5,4
961913,320048,23
497543,79226.1,22
258065,685171,25
572954,353160,8
242683,983093,18
678823,417829,1
668538,961913,13
402295,819330,14
800958,174017,4
179601,640828,5
696158,211768,8
559587,393170,20
118137,241920,24
331339,789727,25
518845,545152,2
494095,539048,2
397870,907254,18
369488,861812,18
391675,994232,18
56367.7,588641,5
741203,390484,26
532273,49348.4,22
475539,919919,11
637135,145024,4
855403,324046,26
559709,629658,3
464827,467666,20
909543,340983,23
951933,103305,19
624470,536180,1
920103,978057,7
456282,231391,15
990295,833583,7
225654,143010,27
711844,758904,10
62624,102115,12
923673,528825,0
76448.9,293344,24
482253,125095,22
956908,975890,7
102847,718955,21
517380,103122,22
530503,111942,22
779168,96865.7,4
494797,121097,22
486190,571734,2
28199.1,768792,21
560015,675008,3
871426,532060,9
575579,530137,1
971191,438917,23
490188,670980,2
625935,597186,3
210089,958647,17
773827,932096,13
762474,904172,13
371899,612995,2
473342,204596,15
912381,995819,7
267067,263405,27
981994,18829.9,19
616932,131962,22
523057,991699,11
422010,302927,15
222327,734550,25
782342,733848,10
361705,183264,15
919156,4242.07,19
638997,999817,11
966704,238868,19
31037.3,541215,5
667623,985107,13
852382,871853,7
764306,243385,26
881588,472427,9
716147,937284,13
916349,37629.3,19
914487,899838,7
492660,379376,20
434462,573809,2
897885,96713.2,19
187445,693381,25
139958,455550,16
736229,867580,13
333750,970946,18
639454,837489,13
155461,623524,5
624104,861812,11
720420,597430,9
767937,819910,13
586230,21942.8,22
838313,834315,7
693289,561205,1
598773,130467,22
58259.8,947630,17
889828,96469,19
51789.9,823084,21
236091,701498,25
251869,658742,25
259835,208228,27
286355,199957,27
906430,92532.1,19
894284,945799,7
46449.2,890225,17
763604,753105,10
28016,950529,17
676351,876492,13
839595,414502,23
225837,740806,25
337138,776299,25
999359,620411,0
105960,755303,21
761650,291910,26
601856,529496,1
957854,760216,0
865078,280190,26
902982,456313,23
955351,102084,19
465377,995483,11
937193,264229,23
5676.44,788415,21
379284,192602,15
929014,645039,0
545274,7019.26,22
569536,120273,22
369060,612018,2
378552,854884,18
551256,834925,11
653798,680441,3
311838,552141,6
457747,916929,11
108493,769036,21
44770.7,214515,24
608783,848750,11
182470,605701,5
11597,140660,12
331889,264321,15
72450.9,769677,21
873104,938627,7
524735,935148,11
547533,261086,8
631367,359539,8
166692,266427,27
969329,145451,19
528397,589557,2
871761,872707,7
515885,100192,22
853481,916959,7
653157,279153,8
449019,324992,20
79836.4,580370,5
823054,764122,10
113651,478133,16
899411,696036,0
414563,995148,18
216407,641224,25
375591,367229,28
883114,813135,7
867916,253700,26
504288,147374,22
984558,669149,0
390667,448073,20
86001.2,720847,21
394971,647786,2
374432,409925,20
943144,658101,0
537553,319010,8
887570,592181,0
833888,88412.1,19
317820,902249,18
461287,304544,15
53010.7,811884,21
286966,910306,18
830622,964263,7
144383,623463,5
825556,76570.9,4
45045.3,242836,24
706351,213507,8
936399,254067,23
584582,692068,3
185125,946593,17
567980,234993,8
906308,441969,23
809229,420240,9
711631,740104,10
576556,359691,8
548082,233650,8
586352,502762,1
157598,254433,24
252480,126652,27
441633,215674,15
252998,69307.5,29
781671,933073,13
509934,207892,15
274667,864650,18
955504,711936,0
16754.7,433912,16
935179,827479,7
132542,415143,16
404981,506699,2
327403,689444,25
840480,205908,26
461715,651296,2
612262,263741,8
130894,281411,24
124577,61372.7,12
613300,528581,1
881924,287210,26
939817,286142,23
471145,698630,14
372936,31647.7,29
847621,426160,23
380993,246834,15
916044,717063,0
383435,175207,15
829615,697745,10
248024,429029,28
315348,869411,18
865932,553240,9
295877,263741,27
242927,15533.9,29
745048,101688,4
546251,343547,8
707907,42329.2,4
563890,397198,20
363231,306528,15
192816,173772,27
532456,735191,3
994507,215369,19
766717,820063,13
671865,754601,3
700858,552477,1
651601,312754,8
373089,194617,15
926359,687155,0
296396,415937,28
47334.2,248726,24
859249,278146,26
785577,350200,26
751976,922117,13
622089,535203,1
187872,131016,27
10345.8,273995,24
338176,846065,18
404065,249550,15
253121,812464,25
481277,906369,11
224281,467910,6
952605,180914,19
676534,567156,1
935698,177709,19
892209,502579,9
240272,165441,27
784845,443556,9
159551,771386,21
185522,914365,17
631336,767876,3
300394,875027,18
40986.4,504929,5
774590,397443,26
611591,964568,11
775933,255165,26
391034,729270,14
318369,803949,25
426801,985046,18
304605,38514.4,29
938475,151524,19
105716,300027,24
285562,967772,18
536760,397992,20
404675,988037,18
455458,532273,2
282510,586871,6
534532,969970,11
64668.7,853450,17
658071,584735,1
698935,305582,8
495560,718711,14
701041,292825,8
739555,8331.55,4
836360,413007,23
877194,451308,23
356273,362224,28
828639,703848,10
39491,500290,16
952208,13794.4,19
790613,164403,4
408856,939512,18
65248.6,532609,5
327555,700766,25
50813.3,746025,21
236732,284890,27
453200,172918,15
457198,908506,11
56947.5,262246,24
207038,741813,25
54658.7,514084,5
680166,564043,1
612568,815302,3
946715,853694,7
376080,875301,18
815607,360607,26
745231,872951,13
418409,75014.5,29
893063,819391,7
845332,330882,26
783258,673544,10
315317,181555,27
991455,46968,19
715842,789575,10
75136.6,523392,5
528031,2868.74,22
691519,323771,8
790551,176336,4
757805,393170,26
464827,258400,15
811762,97476.1,4
983673,830287,7
479629,719230,14
507035,778222,14
728233,960265,13
107059,227302,24
485244,816309,14
380169,890011,18
385815,613178,2
461165,711875,14
967711,807886,7
722556,253059,26
718009,488998,1
201209,253792,27
94363.2,480361,16
632069,920957,11
130650,689291,21
510422,261910,15
613117,967101,11
473098,913877,11
206854,392132,28
110691,985534,17
444594,669088,2
724296,82094.8,4
288614,387036,28
142674,535051,5
167364,318003,24
148534,541643,5
91555.5,892972,17
946196,53071.7,19
801660,588183,9
66591.4,463393,16
9399.7,315622,24
772118,66988.1,4
798181,163549,4
15381.3,497116,16
263985,100772,29
957549,554552,0
638478,666158,3
572314,611408,3
557146,339213,8
594684,753502,3
952635,351756,23
626850,630879,3
380932,280190,15
225379,246773,27
560930,980010,11
880825,252022,26
642323,409040,1
592212,354137,8
345531,763909,14
858089,818567,7
758415,245766,26
977447,361858,23
358562,806177,14
205481,638112,25
878842,520402,9
161168,621387,5
72634.1,927885,17
566210,120914,22
391247,881558,18
529862,48554.9,22
180456,296091,27
806177,522202,9
366131,794671,14
366558,54322.9,29
849055,756493,10
875668,569140,0
97659.2,785546,21
853816,438551,23
835963,277261,26
86764.1,754051,21
396161,686331,14
820917,277688,26
372326,410749,28
88168,574786,5
788873,39246.8,4
766625,338084,26
220435,178716,27
318216,503433,6
285318,315104,28
188147,45747.2,12
810877,288003,26
218085,965178,18
863308,102268,19
748497,544145,9
866207,82064.3,19
985778,107669,19
331675,922880,18
312510,871151,18
417219,135472,15
152318,643330,5
726554,831812,13
383679,786065,14
618091,897092,11
761803,544420,9
896847,455672,23
972381,278848,23
266274,288278,28
435682,873379,14
435530,627064,2
426954,291726,15
434339,662618,2
103549,529130,5
613025,270913,8
259224,685141,25
118625,32899,12
680990,190405,8
468337,699057,14
495071,979186,11
312449,972320,18
475753,237922,15
715201,969207,13
581713,901395,11
408795,95339.8,29
604175,935911,11
618519,464797,1
383099,272835,15
339824,525407,6
198096,655110,25
497940,351482,20
294229,263009,27
358562,254524,15
684500,417707,1
14679.4,67140.7,12
5859.55,545122,5
869655,802515,7
918180,545915,0
897610,501114,9
951079,383374,23
215155,80446.8,12
449660,695273,14
265145,19165.6,29
964385,182623,19
821619,866359,7
708853,54048.3,4
199225,990722,17
185278,532701,5
614673,797601,3
385968,989807,18
727287,973663,13
737175,277688,26
107669,287698,24
791192,924497,13
868740,214362,19
212561,642048,25
70223.1,273049,24
473617,719382,14
902188,617756,0
496750,944700,11
183020,195929,27
881893,350963,23
509751,844661,11
960112,932066,7
585376,130009,22
346538,159124,29
954192,692404,0
551012,261574,8
721549,454939,1
166112,448836,16
945860,414563,23
820551,166936,19
392193,985839,18
77913.8,726493,21
355266,136876,29
409650,836146,14
416913,963988,18
895016,352519,23
427442,24597.9,29
30945.8,533525,5
814753,815424,10
590136,891110,11
654775,358470,8
475539,997559,11
908170,83193.5,19
608448,938353,11
963897,174871,19
676656,144902,4
257302,439558,28
689932,710288,3
373760,626820,2
361126,612659,2
830592,184759,19
982665,172033,19
780389,721915,10
320078,169469,29
317606,138127,29
728599,988952,13
24720,593463,5
829890,527421,9
991424,328349,23
302774,81514.9,29
900266,960997,7
254799,584948,6
25147.3,388379,16
887204,64851.8,19
255959,936552,18
362651,633351,2
670736,62074.6,4
560778,354442,8
851680,832911,7
384381,556993,2
204474,728233,25
86642,218818,24
121128,130100,12
349162,558947,6
47120.6,348277,16
177831,560991,5
499954,256203,15
726188,443403,1
963469,744530,0
522874,709708,3
473922,338908,20
904263,985961,7
748558,614185,9
352153,1373.33,29
4455.7,584094,5
540513,422864,20
306528,186377,27
826960,434736,9
487350,437635,20
309519,590930,6
528092,927824,11
31525.6,178594,24
900662,186468,19
84200.6,748894,21
873135,203436,19
850368,214606,26
298532,155614,27
79470.2,611621,5
64699.2,298685,24
511093,896054,11
307077,156987,29
989929,628712,0
800714,709098,10
74984,703665,21
778069,346446,26
653157,38239.7,4
889096,103702,19
655873,980224,13
257485,145177,27
269601,727256,25
713309,868831,13
648488,924894,13
424574,382214,20
710379,430067,1
434278,637776,2
748527,628315,10
157811,313272,24
943846,295907,23
834620,713492,10
44190.8,430342,16
384289,673360,2
113193,356700,16
211737,789727,25
962004,380932,23
368236,418439,28
295328,926634,18
226356,877529,18
346538,86123.2,29
595538,312998,8
472457,464553,20
111820,842982,17
457076,719718,14
910154,19623.4,19
748222,930631,13
151524,462386,16
160894,482559,16
58351.4,846553,17
338939,168157,29
829768,401471,23
105197,289987,24
298196,809809,25
371624,342387,28
562792,24628.4,22
149052,969390,17
228889,166143,27
19898.1,966765,17
416334,440352,20
836024,748405,10
497513,72786.6,22
8819.85,548662,5
715537,689383,10
189215,315836,28
538987,530412,2
20508.4,385479,16
953734,481674,23
610004,235664,8
5340.74,265481,24
30976.3,542222,5
906400,388409,23
161138,996033,17
40772.7,708701,21
110233,541978,5
356273,895383,18
16205.3,474166,16
58504,724723,21
716178,800806,13
336314,223670,15
356304,98727.4,29
176153,250771,27
14191.1,337596,24
296213,324839,28
494919,490524,20
965178,499313,23
253182,791040,25
99063.1,955382,17
513108,862911,11
671285,881405,13
729606,273965,26
254524,237953,27
185217,963439,17
561876,307260,8
370525,97354,29
294290,615284,6
477065,837611,14
556200,19745.5,22
467208,894375,11
696677,602588,3
397717,196142,15
795709,617573,9
590258,176000,8
265969,245155,27
485824,667226,2
309275,423963,28
217627,850032,18
373455,687551,14
712180,714316,10
431227,857479,14
106906,733634,21
965636,759850,0
79409.2,501694,16
126804,960784,17
942839,591693,0
746635,988342,13
700247,488357,1
882626,744255,10
291482,731590,25
440535,935698,11
635426,31525.6,4
317454,499893,6
392468,685965,14
539872,277932,8
272927,781487,25
170446,742454,25
820185,14526.8,4
447127,523728,2
529099,148167,22
821955,933653,13
545335,756584,3
414472,782556,14
653493,622028,3
4089.48,645802,5
428419,564531,2
189215,488021,16
918516,228858,19
857387,321421,26
675771,51026.9,4
770074,482437,9
974914,901334,7
988464,284341,23
289834,379803,28
181310,368969,16
154698,47090.1,12
686941,159398,4
45014.8,631916,5
670583,537645,1
502609,96194.3,22
956053,356365,23
19928.6,978820,17
236824,771477,25
817011,307566,26
514359,774773,14
217689,193152,27
894772,838832,7
482192,616810,2
424146,385449,20
305246,528947,6
581469,978362,11
372845,806421,14
503433,845515,11
3173.92,501694,16
112217,682974,21
611927,779138,3
176763,802576,21
157079,600635,5
91341.9,688559,21
463301,216376,15
922575,44831.7,19
21973.3,463637,16
184088,574267,5
140538,402631,16
971648,153081,19
790551,546190,9
656484,880398,13
812922,496933,9
414380,810755,14
897183,815882,7
588733,149815,22
589831,33082.1,22
372265,428694,20
128269,503586,16
668905,799921,3
765130,929472,13
390088,240455,15
70772.4,442335,16
972716,230445,19
102298,790033,21
705039,524613,1
929563,25544,19
636036,74190.5,4
442213,777429,14
549120,110141,22
245277,315470,28
826350,996460,13
413923,839595,14
141057,821558,21
544084,333384,8
918912,949522,7
530625,571398,2
523698,19257.2,22
449873,62654.5,22
284646,288461,28
451552,491958,20
903500,892605,7
290933,195868,27
595477,654683,3
690970,19409.8,4
648274,660176,3
731956,157506,4
53163.2,33082.1,12
555864,924223,11
599292,335490,8
462447,433149,20
448897,889431,11
593310,542039,1
854122,212683,26
473464,736473,14
458510,793878,14
328867,527940,6
676382,729545,3
953124,45655.7,19
80813,437452,16
577258,432478,1
688803,863552,13
332469,40009.8,29
624409,446883,1
106540,881771,17
5615.41,717582,21
513474,968139,11
149663,904965,17
937132,641804,0
460799,451003,20
809351,479202,9
772271,981719,13
56581.3,349193,16
587970,213080,8
629170,448286,1
733879,583758,9
832118,189001,19
508957,234321,15
438276,327006,20
647114,426984,1
900998,301096,23
386364,732292,14
24628.4,50935.4,12
820215,439619,9
821375,196326,26
597095,788354,3
603717,34760.6,22
68300.4,901425,17
263649,963591,18
282785,851009,18
792138,286782,26
917081,225562,19
24323.3,549272,5
433424,22888.9,29
981750,173559,19
605335,789422,3
643269,890316,13
160344,786828,21
145573,866420,17
792718,720145,10
905728,181738,19
315165,327586,28
606433,610.37,22
378552,41932.4,29
10620.4,60518.2,12
110294,106052,12
799615,579058,9
338542,90609.5,29
685751,986419,13
898099,841060,7
561296,650777,3
985046,602222,0
31647.7,601520,5
764031,555864,9
973296,796655,7
557512,381420,20
375286,349559,28
90945.2,845576,17
295755,952757,18
549333,956633,11
914762,136204,19
750114,21118.8,4
19104.6,602680,5
677206,127293,4
436018,311533,15
75197.6,286752,24
566393,870693,11
899228,810389,7
883602,756066,10
276376,606677,6
676962,546068,1
388256,91616.6,29
65553.8,351665,16
449324,417829,20
3509.63,570544,5
866482,888363,7
274819,618427,6
836909,844203,7
952910,20050.7,19
207587,129704,27
107639,798608,21
498459,569414,2
302469,111423,29
712760,860836,13
260628,169408,27
44007.7,24170.7,12
623127,266243,8
966704,177038,19
587390,865322,11
588916,43824.6,22
40040.3,762078,21
680227,394360,1
196387,991516,17
585406,653249,3
362896,3326.52,29
424970,362621,20
871151,309427,26
687704,134770,4
115970,942167,17
667470,327433,8
593463,276131,8
306101,35798.2,29
500473,681143,2
7843.26,247169,24
452010,718192,14
7110.81,271798,24
819239,788812,10
30213.3,971404,17
716605,921537,13
415479,981414,18
395886,359416,20
670339,186529,8
359783,418775,28
774224,289834,26
519425,347972,20
507187,536058,2
806909,255043,26
819391,636555,10
445051,211890,15
884945,819819,7
196112,13336.6,12
125309,823817,21
983367,390790,23
270699,680624,25
929228,381146,23
577044,441877,1
708426,655019,3
755333,682730,10
794824,539262,9
125584,827998,21
316294,855037,18
102664,189428,24
444960,153935,15
483169,214057,15
165136,101962,12
254311,945860,18
506760,254219,15
913602,220740,19
528367,911527,11
695273,772729,3
109653,774773,21
775048,352947,26
591784,341563,8
587359,278024,8
110294,46388.1,12
970763,653920,0
726096,655507,10
76632,992401,17
795740,14893,4
964385,173498,19
66286.2,542070,5
680654,834468,13
346324,469649,6
515915,407361,20
928648,423078,23
161931,312754,24
840022,63264.9,19
794549,362926,26
96957.3,880245,17
794519,370098,26
78310.5,403607,16
24872.6,408612,16
509354,732566,14
428755,276528,15
16449.5,999084,17
322459,562639,6
376324,795160,14
261666,477920,6
77669.6,338878,24
875027,377239,23
262093,851009,18
718253,805322,13
133915,889370,17
125706,75258.6,12
159886,867092,17
350536,952239,18
433729,287210,15
114597,94485.3,12
92623.7,985473,17
160619,625568,5
258583,511765,6
634510,696768,3
270302,321451,28
253456,276833,27
589038,316538,8
357555,797754,14
335124,99429.3,29
226173,819361,25
561785,702200,3
588794,673452,3
726066,157781,4
199957,238441,27
999359,711356,0
802820,700186,10
693472,354350,8
900845,500076,9
792627,327372,26
620167,783868,3
995575,903500,7
695212,664907,3
418958,757622,14
378948,635121,2
807733,175909,4
987152,613361,0
375561,882687,18
959044,546037,0
875912,992889,7
882992,288461,26
810785,153111,4
13702.8,825678,21
445479,945524,11
529893,862636,11
133244,714591,21
266579,549394,6
996765,771020,7
34272.3,734123,21
881466,42512.3,19
28473.8,779351,21
318308,316568,28
366985,760186,14
633900,868404,11
591815,911771,11
949461,122593,19
160436,632771,5
241615,677541,25
657857,307352,8
523209,156133,22
805261,802728,10
164251,561022,5
453597,861446,14
40711.7,726035,21
751427,859615,13
190924,702078,25
694205,669362,3
608875,111057,22
421094,772271,14
327036,278481,28
47608.9,444258,16
671651,932096,13
638997,897397,13
128330,62410.4,12
257149,842860,18
267251,799554,25
986419,161809,19
263649,498611,6
578570,355632,8
341624,267891,15
985351,324717,23
587176,542405,1
688070,917844,13
649892,627522,3
519211,726341,14
501907,38728,22
717002,897458,13
277139,566027,6
395917,429243,20
895322,923521,7
569781,616199,3
309305,229987,27
459670,158330,15
428541,28321.2,29
181433,60213,12
685842,718162,3
158086,946043,17
460311,770104,14
870846,936338,7
765404,537584,9
970611,888730,7
387005,506638,6
445509,730125,14
635334,54048.3,4
604205,920835,11
679708,839503,13
215247,922636,17
696951,467788,1
363414,12604.1,29
400098,645344,2
569750,20966.2,22
557085,345592,8
599933,698325,3
475936,117161,22
277017,560137,6
757897,241432,26
648915,340129,8
517563,596271,2
158879,731346,21
375378,435530,20
157567,35371,12
456709,476882,20
299509,793878,25
18799.4,324198,24
212928,572039,6
788781,963958,13
