x,y,c
896176,375561,7
395123,754082,17
795129,842524,19
279153,217414,18
151402,735862,6
932157,59144.9,1
785730,529130,9
973205,72695.1,1
659719,262642,8
872311,687307,0
860897,560198,0
187414,609912,6
316752,628773,2
144353,48188.7,5
887387,921934,19
863216,724540,0
174108,85787.5,5
467116,73152.9,14
588061,262307,8
693686,646931,10
66805,919767,12
91891.2,473037,16
440046,242317,15
54658.7,513718,16
945982,861843,19
429456,130833,14
918424,482864,7
898343,152135,1
322733,860530,17
343242,410566,18
741966,763634,10
641041,108402,4
729942,121311,4
389660,663045,11
277200,630085,2
576403,451704,9
607349,820124,10
786950,710654,10
756584,65034.9,1
845332,384472,7
517197,396924,15
393780,591296,11
467757,380810,15
493637,190832,14
95950.2,835688,12
479049,343913,15
569506,988495,13
648946,554247,9
648701,836756,3
563646,115970,4
691031,200140,8
348033,775109,17
792199,288217,8
115940,374462,16
970611,720817,0
45655.7,920560,12
53285.3,942381,12
382031,501724,2
689993,985931,3
336344,436781,2
828578,703360,0
131870,557329,6
160894,701.926,5
920438,255593,7
611255,432417,9
602863,487197,9
19379.3,838160,12
345286,926450,17
892514,677206,0
421705,561266,11
584887,450789,9
553392,804895,13
642293,230689,8
786309,320658,8
440016,953825,13
768120,829188,3
776971,927061,3
688467,816401,3
887204,34608,1
748711,915983,3
519089,579455,11
458968,419813,15
438459,646046,11
945891,506119,0
56337.2,467208,16
416150,986877,13
994903,638661,0
588519,292581,15
405408,277688,15
899136,657064,0
871548,488968,7
233955,660787,6
887173,909757,19
467238,68422.5,14
324412,779504,17
811823,873440,19
119449,44526.5,5
546617,269753,15
735771,587115,9
693503,530534,9
933866,890347,19
305368,111240,14
113590,435682,16
818354,336100,7
122135,7324.44,5
38361.8,395215,16
62074.6,969817,12
407575,702902,11
419568,618915,11
843196,567400,0
878780,4852.44,1
297494,225990,18
630299,315134,8
868252,230934,1
935179,110935,1
422926,557054,11
301950,555589,2
914640,263588,7
996643,385723,7
482345,710166,11
855098,876858,19
672384,819819,3
638050,573382,9
316050,330271,18
573992,211402,4
372997,998871,13
411451,185186,14
28321.2,956297,12
365184,224464,18
139225,460158,16
921751,778527,19
384899,809168,17
689688,74007.4,4
813288,767144,19
467055,50202.9,14
517350,136631,4
575152,501541,9
544816,740959,11
399640,900754,13
465072,646229,11
114780,658620,6
920011,605029,0
863826,125065,1
586596,56794.9,4
358501,576342,2
912809,202002,1
67049.2,887112,12
371258,301218,18
2868.74,683554,6
439772,64302.5,14
740654,633168,10
682424,409803,9
786340,280068,8
799738,619098,0
945891,601672,0
963744,607562,0
995758,371288,7
779107,309732,8
882229,584216,0
439344,654805,11
990295,770318,19
705100,914121,3
853908,95248.3,1
839747,963713,19
149449,874050,12
226814,841639,17
50721.8,606159,6
683889,521134,9
150945,19165.6,5
106571,690146,6
299600,999817,17
649770,149602,4
985046,824702,19
801965,843532,19
443159,902341,13
63448,137211,5
611225,426679,9
120151,391827,16
501450,47944.6,4
39155.2,768090,12
664235,12390.5,4
726218,154820,4
273141,333354,18
300363,784387,17
114444,558916,6
785302,90334.8,1
532517,717643,11
214331,311228,18
290323,183538,18
521744,868526,13
478164,624287,11
70528.3,275826,16
167791,11413.9,5
974975,893582,19
590136,1464.89,4
134342,851863,12
333964,967406,17
733818,553758,9
551408,696524,11
507675,960570,13
530503,397443,15
931028,981353,19
390149,301431,18
327158,359813,18
183782,927000,12
278359,103488,14
498886,124973,14
331919,352184,18
827174,461226,7
424238,265511,15
686758,448317,9
331156,643513,2
822382,734794,0
414747,207343,14
921506,719993,0
603961,382946,15
285989,316202,18
539476,675192,11
916837,846339,19
761498,916227,3
626972,473617,9
343333,448897,2
221992,234382,18
103732,282571,16
602130,808435,10
85757,66774.5,5
969512,742485,0
1434.37,987548,12
295175,62288.3,14
428205,28717.9,14
937071,195593,1
334605,82094.8,14
925962,4730.37,1
631642,759301,10
80690.9,621265,6
518998,79805.9,4
895901,806543,19
44801.2,111759,5
194311,862575,12
151921,743034,6
976287,806146,19
165105,694388,6
852779,724143,0
808100,269509,8
44984.3,74587.2,5
52552.9,800165,12
294321,307871,18
17243,910855,12
278695,685904,2
378948,221503,14
398816,694052,11
955016,553575,0
206061,98208.6,5
892605,730796,0
417676,624683,11
877132,294351,7
528855,553117,11
580737,508194,9
612384,344920,8
829951,540910,0
116367,898312,12
310282,298044,18
457015,258858,15
666890,669240,10
80660.4,740715,6
228187,575030,2
561937,556261,11
903256,768853,19
337443,335673,18
703085,501328,9
974059,465957,7
439772,507187,11
559801,118870,4
89053,956023,12
10437.3,292642,16
686941,644368,10
930906,286966,7
92989.9,417920,16
281533,893216,17
120640,229621,5
601611,333354,15
26551.1,983489,12
59755.2,748344,6
801019,10620.4,1
259346,945311,17
724387,300394,8
650410,286660,8
885067,86825.2,1
714774,168615,8
409345,698508,11
920408,616626,0
664968,338389,8
912076,246101,1
286508,299448,18
641774,323099,8
162999,661641,6
269356,36256,14
146702,385846,16
805811,484542,9
814142,542375,0
755699,417982,9
761254,811548,3
563890,567186,11
267953,998444,17
610187,588214,9
348735,734245,17
952025,352367,7
841029,422620,7
110263,658254,6
895718,451491,7
54261.9,553362,6
650685,357128,8
295022,455061,2
611560,621509,10
762291,277993,8
961882,731040,0
49745.2,934019,12
299966,650105,2
786676,993011,3
778191,591906,0
458052,109256,14
927305,524705,0
76418.3,146733,5
207984,862667,17
827967,907773,19
169622,876980,12
303079,106357,14
637623,155217,4
297922,853572,17
219459,555254,2
565416,565600,11
242103,172094,5
429273,988250,13
633564,487960,9
970977,79622.8,1
865230,726829,0
691183,934111,3
502945,119175,4
250984,882992,17
799890,915098,3
244453,506088,2
726524,197974,8
64912.9,647023,6
500137,467391,15
930509,778802,19
669240,202216,8
150121,333079,16
756188,814631,3
871456,14801.5,1
986724,178625,1
974120,797693,19
363353,897671,17
588000,360668,15
896573,279977,7
44526.5,305612,16
816645,252571,8
41047.4,716514,6
678640,780816,10
533982,607868,11
61677.9,402264,16
503464,685995,11
685018,853023,3
375225,740074,17
833949,86062.2,1
667928,12482.1,4
640645,882351,3
483535,197821,14
616626,358592,8
897732,407727,7
516800,607166,11
262093,645497,2
749290,88778.3,4
26062.8,179327,5
757561,860805,3
47120.6,814020,12
718131,890774,3
610767,563616,9
141301,198553,5
648366,744926,10
158788,17456.6,5
49836.7,169408,5
58320.9,190893,5
641713,35889.8,4
603778,248512,8
465224,439650,15
485305,663808,11
570116,244819,15
504837,303354,15
759697,536821,9
438795,667470,11
708762,108127,4
562426,811151,13
754479,558275,9
188086,455184,16
550951,729881,11
892605,368450,7
812799,488113,9
9277.63,252785,16
671224,397656,9
63356.4,716239,6
856075,791589,19
761620,100772,1
121311,182134,5
531327,567003,11
179022,58137.8,5
67171.2,549516,6
15778.1,975555,12
509964,113804,4
969909,599811,0
375652,489608,2
463271,125980,14
800806,752007,10
941740,410718,7
694754,898129,3
499710,324076,15
618763,45136.9,4
981567,394330,7
268044,781884,17
179785,897305,12
942778,466414,7
223273,264473,18
981597,99704,1
482864,168981,14
423261,946593,13
450545,26245.9,14
779748,944029,3
189428,38178.7,5
377300,759758,17
236122,443648,2
872524,763604,19
384869,436171,2
903012,778527,19
723655,399426,9
14954.1,908841,12
745903,816462,3
644246,629322,10
458449,553880,11
640065,280007,8
267067,333934,18
237220,779382,17
173132,208869,5
126438,360820,16
582415,870144,13
969573,86733.6,1
934935,782922,19
982147,417676,7
539506,559984,11
683981,844386,3
560076,804071,13
225501,146184,5
181402,977111,12
456832,849422,13
702597,826472,3
744774,546525,9
793115,633412,0
83895.4,529496,6
522629,177099,4
917264,308023,7
168920,949431,12
903562,656667,0
341502,938902,17
269662,485336,2
756523,351695,8
989288,680471,0
189215,76143.7,5
460707,746452,11
834315,653096,0
242592,211463,18
650685,109165,4
367016,974456,17
378307,372906,15
417707,686483,11
917081,243629,1
554033,503861,9
774590,152409,1
608692,746605,10
448714,361461,15
912961,773278,19
33845,922544,12
231269,359325,18
155187,779412,12
744591,674947,10
664052,979614,3
29664,216224,5
499649,181005,14
72267.8,383129,16
857540,625629,0
140263,437147,16
432844,629261,11
464125,942015,13
148808,529283,6
743034,112217,4
563768,64912.9,4
146306,394787,16
199530,463820,2
332163,713309,17
472762,198065,14
688955,734977,10
866329,578112,0
137181,905545,12
573382,197913,4
45167.4,461135,16
208167,857326,17
725517,790521,10
429456,88076.4,14
225135,16541,5
589862,929106,13
318033,112644,14
933470,253059,7
385846,894864,17
536699,871944,13
848872,459456,7
252449,962249,17
618549,692618,10
498123,181402,14
300272,987121,17
947691,317698,7
214423,891079,17
175329,551225,6
344615,702933,11
174627,532365,2
690146,646992,10
569781,624714,11
823786,835627,19
368969,944090,17
354198,375011,18
408490,373363,15
97994.9,324595,16
325449,672597,2
696005,401929,9
102847,258675,16
795068,959807,3
75380.7,325205,16
377941,474715,2
896603,833277,19
990997,202979,1
469314,657552,11
112583,403119,16
359478,937773,17
353710,222266,18
870937,595630,0
205756,618549,6
883206,149632,1
281045,170324,14
868709,525620,0
46815.4,929899,12
335215,640400,2
563738,238380,15
411206,257210,15
327708,258034,18
527085,96926.8,4
605335,516556,9
272622,567309,2
271340,630238,2
653706,863826,3
729972,192328,8
254402,729881,17
651448,215339,8
359172,962432,17
609241,118046,4
29786.1,938444,12
884487,681234,0
586200,143345,4
339488,278756,18
36866.4,27405.6,5
974914,656056,0
864650,628224,0
200629,191748,5
326914,398511,18
595599,573962,9
196020,697195,6
628071,769066,10
774010,558367,9
83864.9,686850,6
189856,778375,17
428510,673910,11
552049,173925,4
635182,523728,9
608203,195654,4
771508,702780,10
285989,51545.8,14
474807,578051,11
974578,230781,1
987121,223975,1
782769,946257,3
289956,505295,2
403821,656056,11
702109,204108,8
748680,607135,10
702322,611286,10
308725,394299,18
344646,853725,17
399487,965606,13
63142.8,912931,12
139836,461837,16
550005,423292,15
369182,872250,17
351909,552293,2
814783,850795,19
497299,180883,14
823847,288797,8
459517,845668,13
993347,507401,0
709677,102817,4
186865,341685,16
637654,748436,10
854396,62044.1,1
348125,308237,18
381848,142735,14
395520,17334.5,14
531144,467605,15
531236,769189,13
999023,784021,19
624775,851344,3
860775,202033,1
710959,327403,8
292154,412641,18
234596,291879,18
604541,192083,4
636891,548936,9
411542,791986,17
77394.9,164678,5
795465,113590,1
939268,447829,7
779534,255287,8
447188,843379,13
368480,225074,18
862423,610370,0
14954.1,458449,16
931150,616810,0
730583,390851,8
180090,750725,6
312845,837458,17
896023,941191,19
426374,449751,15
823420,229713,8
685018,177313,8
390728,358196,15
555712,585955,11
253029,567766,2
968688,198920,1
746086,360240,8
99459.8,857784,12
106815,482772,16
8514.66,569079,6
652852,984436,3
809931,541185,0
154027,485244,16
919279,241096,1
999969,416120,7
821528,443861,7
87344,561022,6
834132,531632,0
253487,383618,18
638936,846156,3
184301,972930,12
46082.9,839991,12
657918,625141,10
658162,225379,8
368755,713309,11
948119,416272,7
40894.8,209143,5
877010,419568,7
704306,637776,10
677969,84688.9,4
503006,989654,13
951506,386761,7
850398,812098,19
875118,328196,7
773095,977355,3
254036,216437,18
512619,103061,4
454360,640553,11
511307,908109,13
89754.9,549059,6
418500,544939,11
804041,552477,0
340464,790033,17
727622,60060.4,4
849788,512253,0
313730,237526,18
887112,710196,0
401685,164556,14
262673,230811,18
638691,104709,4
613636,682363,10
940001,599048,0
27283.5,657735,6
606708,283395,8
722861,817072,3
176031,36195,5
817347,261635,8
173681,407025,16
915860,595264,0
800165,389325,7
681539,734916,10
334483,602100,2
284616,526475,2
806269,962249,3
327952,168523,14
395062,88473.2,14
120853,973296,12
190832,101260,5
652486,721122,10
512070,296976,15
921964,422864,7
59907.8,505600,16
42603.8,313364,16
906308,911222,19
375439,987182,13
800592,851650,19
487899,379315,15
656453,739128,10
603290,412671,9
473220,888577,13
28351.7,205084,5
478866,821070,13
447127,381451,15
80690.9,660573,6
572039,887265,13
400067,680502,11
75899.5,384259,16
870693,12268.4,1
612690,441145,9
728111,123325,4
696860,947233,3
327433,33753.5,14
879574,91189.3,1
228950,492477,2
651265,493301,9
9430.22,601215,6
449690,273904,15
914121,783624,19
676504,619739,10
888821,669424,0
354534,384960,18
346049,528825,2
614948,72786.6,4
348979,472701,2
211859,801996,17
867306,853603,19
351726,201056,14
496841,290170,15
914365,213660,1
659597,614246,10
262032,168310,14
945555,931608,19
906156,786828,19
39368.9,21698.7,5
949583,707724,0
724418,600360,9
78463.1,202765,5
896146,657521,0
557176,698050,11
471755,289590,15
815577,93905.5,1
679037,289102,8
431013,343394,15
567492,367779,15
222449,911985,17
839137,389782,7
419599,238014,15
361064,509995,2
65492.7,759301,6
132633,770318,12
588672,96591.1,4
151891,631031,6
456923,214026,14
692007,227882,8
633534,432325,9
77333.9,977050,12
815180,680960,0
270302,619037,2
769616,963225,3
565661,31189.9,4
131321,298746,16
566546,262581,15
383160,28138.1,14
509354,390515,15
73976.9,935240,12
36347.5,78951.4,5
222724,794244,17
815699,269173,8
962920,301798,7
96102.8,371929,16
412915,535997,11
490310,785394,13
143040,718192,6
125248,659474,6
71688,768456,12
910184,687551,0
790613,558794,0
174017,459395,16
812494,514786,0
442488,676138,11
681448,912076,3
782403,436506,9
912351,490066,7
65309.6,977630,12
954039,483963,7
816706,817316,19
427137,482162,2
146611,326395,16
397656,276681,18
729850,478378,9
35523.5,711356,6
37507.2,11475,5
297250,74221,14
151982,615070,6
892666,449477,7
636525,143559,4
366131,265786,18
217109,396374,18
274697,680288,2
580401,799188,13
797815,38087.1,1
532548,512436,11
295785,81942.2,14
218543,198126,18
968444,468520,7
196997,20752.6,5
478530,113193,14
26703.7,570391,6
820551,549486,0
773980,397778,7
459151,484024,15
616230,868435,3
459883,675863,11
626301,201361,4
608661,792596,10
995575,981841,19
996490,626637,0
518235,251381,15
851497,609302,0
239692,609973,2
160802,571825,6
891629,733573,0
462264,789514,13
224281,449080,2
726890,136113,4
721824,133793,4
122806,295755,16
580248,850124,13
273019,50202.9,14
360179,408795,18
19715,311411,16
525559,603626,11
311991,421674,2
269051,298990,18
264595,926054,17
729972,7568.59,4
321238,155705,14
55574.2,190649,5
417402,174810,14
869442,874996,19
705069,558092,9
710501,432722,9
394910,712363,11
26062.8,636921,6
219428,650441,6
458510,515366,11
545091,902829,13
590258,197668,4
891140,230140,1
125980,15747.6,5
168523,606922,6
820643,698080,0
962249,205329,1
432661,717856,11
268777,447890,2
718894,843196,3
891110,236549,1
113193,812250,12
812128,836879,19
374981,950896,17
941435,216529,1
275399,582293,2
278451,539476,2
439528,377148,15
390423,618763,11
900723,482864,7
784478,64546.6,1
879299,474746,7
887295,246803,1
893643,17975.4,1
560411,656606,11
671987,741264,10
993286,414960,7
586352,323283,15
61464.3,172704,5
597095,312906,15
434919,91982.8,14
104465,860195,12
495254,625690,11
778405,460341,9
101169,38941.6,5
500565,127232,14
46510.2,674490,6
134800,242286,5
315867,472335,2
61189.6,795770,12
580370,843013,13
395611,974395,13
417127,284005,15
694540,174993,8
105380,748741,6
836360,667776,0
174291,348918,16
803827,414136,7
777612,122440,1
391919,95553.5,14
74404.1,951933,12
553667,346507,15
726707,900113,3
302499,641804,2
8545.18,865108,12
935057,382916,7
485946,168218,14
949278,590289,0
390484,106662,14
535600,359752,15
306711,244179,18
35554.1,8972.44,5
237495,912870,17
420942,748741,11
139134,672414,6
770226,886258,3
245949,953642,17
33753.5,133946,5
559893,417737,15
208869,675558,6
391888,324259,15
516770,363048,15
428480,37598.8,14
409986,904386,13
88412.1,343181,16
365490,278024,18
553667,113681,4
561327,3936.89,4
430891,687887,11
817774,432936,7
150273,724754,6
733512,15900.1,4
561419,899869,13
885403,703635,0
368877,241523,18
416852,332255,15
683432,790094,10
434950,196783,14
678579,225562,8
497421,124516,14
758293,776055,10
223487,363628,18
384808,712241,11
829066,618885,0
414472,681600,11
295755,725211,17
62929.2,660390,6
57100.1,873165,12
101108,31067.8,5
648732,115238,4
189337,848628,12
850673,211921,1
16693.6,368786,16
570086,846706,13
750908,671.407,4
198767,976257,12
844661,635029,0
556993,708487,11
114139,420240,16
928037,743858,0
826685,130100,1
220801,198462,18
935789,916837,19
96408,676595,6
205176,97598.2,5
84627.8,899228,12
394848,303903,15
420820,150884,14
566362,457595,9
679708,402264,9
529221,250679,15
393841,327586,15
114444,722129,6
846614,687735,0
956145,768517,19
246345,817713,17
409467,623096,11
648213,365062,8
759026,113285,1
411847,99978.6,14
598560,484451,9
799768,681692,0
821894,385327,7
649251,846797,3
672964,869808,3
23163.5,704978,6
391552,607471,11
480026,814203,13
781823,536699,9
231147,584735,2
150426,563189,6
95919.7,453139,16
133335,228645,5
947752,301828,7
579638,175542,4
393933,897153,13
515793,336406,15
871395,809503,19
894742,708579,0
294137,483627,2
968200,959685,19
986938,973205,19
335002,572008,2
997223,464339,7
633106,400281,9
132694,216041,5
87313.5,10834.1,5
337504,61677.9,14
322336,618458,2
428632,275002,15
626118,461074,9
888363,526963,0
826380,683096,0
472488,975158,13
750664,852351,3
975066,356731,7
499619,747520,11
709311,427351,9
100742,639485,6
252937,323801,18
152043,581713,6
881436,556444,0
432295,843532,13
5676.44,478744,16
778954,192663,8
964660,365307,7
433668,883969,13
820704,778405,19
159459,563829,6
496811,841914,13
364818,483139,2
797815,497757,9
855922,44587.5,1
705557,914762,3
299234,424116,2
947356,80965.6,1
644581,422040,9
340800,363903,18
251289,443464,2
933866,588458,0
909207,205023,1
618824,92928.9,4
969146,39918.2,1
821802,395520,7
28962.1,152684,5
183721,668691,6
675222,480392,9
979675,299631,7
291787,578295,2
492935,534623,11
534989,784417,13
798120,691824,10
363842,459700,2
532426,804559,13
135685,968535,12
379223,948851,13
847652,887692,19
268807,42481.8,14
755974,331370,8
852504,702445,0
958708,883572,19
743400,935179,3
707724,61403.2,4
474075,141697,14
852901,116916,1
215644,263222,18
531602,947935,13
165441,4852.44,5
635395,555254,9
261177,77791.7,14
327219,476760,2
647877,416730,9
582354,576403,9
231635,488083,2
999298,92257.5,1
828700,228370,1
607044,575091,9
981628,966704,19
701193,906430,3
595935,14587.8,4
500931,594836,11
269814,578753,2
256935,636341,2
677236,386242,9
981903,16632.6,1
740104,41200,4
842982,51698.4,1
719687,772851,10
79928,835414,12
888821,18189,1
710837,713340,10
246406,332591,18
892270,555651,0
924924,559282,0
232276,283486,18
646382,145268,4
238594,237403,18
928617,86306.3,1
47944.6,190497,5
853877,344646,7
248360,723991,17
215400,835566,17
600482,927335,3
873409,346629,7
410474,582476,11
311289,160833,14
833979,766808,19
806726,829493,19
117374,788446,12
445479,604724,11
340587,173650,14
537950,622028,11
234687,686056,6
967009,143010,1
735679,695425,10
733390,156346,8
727134,254707,8
591601,509812,9
542619,612903,11
311533,641438,2
872585,213813,1
884518,8453.63,1
368755,131626,14
40772.7,613483,6
95156.7,996368,12
886288,715476,0
653584,395734,9
419507,19409.8,14
948881,123112,1
287057,482894,2
770379,105228,1
496292,490219,15
282632,8545.18,14
56245.6,646199,6
762719,18097.5,1
785516,959441,3
118351,729301,6
933287,842952,19
496872,118381,14
934843,284036,7
273141,787133,17
685904,849666,3
511612,731529,11
301126,23438.2,14
256966,397076,18
542711,841945,13
346416,368206,18
90762,32654.8,5
476730,332408,15
705313,985046,3
629444,578082,9
220435,26551.1,5
278481,857173,17
346904,760643,17
706626,594348,9
555193,770867,13
858669,778191,19
3692.74,936186,12
92928.9,50691.2,5
679403,56367.7,4
575732,147343,4
764885,583087,9
527268,551744,11
857601,112705,1
693472,645528,10
167730,49958.8,5
911863,378246,7
340434,617664,2
87130.3,179235,5
204169,297311,18
917966,108280,1
673238,958556,3
943785,721793,0
344737,499588,2
538743,435774,15
162084,901791,12
988006,929411,19
986480,321207,7
370617,967437,17
154973,326945,16
264168,564379,2
230873,772759,17
904416,279519,7
293313,181341,14
6927.7,255867,16
398328,53224.3,14
607440,15778.1,4
390423,311838,18
630299,629902,10
184698,285134,18
77974.8,307230,16
93325.6,329630,16
367473,339640,18
867244,548204,0
53254.8,295907,16
983917,164525,1
592486,27710.8,4
465163,118412,14
552019,43153.2,4
275796,465133,2
354137,750938,17
262001,318125,18
933348,603931,0
763390,500626,9
154820,899289,12
595080,883847,13
152654,548387,6
178625,721152,6
504105,140599,4
318949,257881,18
996094,712088,0
612751,632221,10
279183,421583,2
849269,710166,0
574877,455794,9
158361,140233,5
423444,556719,11
192358,696127,6
860561,216498,1
428663,24781,14
13763.8,436476,16
867977,357311,7
542528,630451,11
109745,693899,6
228645,385784,18
130406,570971,6
989196,9826.96,1
202582,879330,12
247444,704245,17
395062,454390,2
593616,454482,9
110324,426893,16
613025,919187,3
275948,730827,17
285531,378948,18
227973,839290,17
88259.5,782769,12
141270,863002,12
490341,737510,11
189886,726859,6
538011,544664,11
592273,360179,15
316752,727378,17
432081,822748,13
867672,531236,0
772607,165654,1
254280,251625,18
224952,718955,6
549669,562700,11
913846,530320,0
161443,923307,12
833155,979247,19
769158,239204,8
23468.7,278939,16
826655,891629,19
958464,785211,19
720023,627796,10
122105,875210,12
882199,271920,7
122349,771966,12
82430.5,380383,16
935209,191809,1
353313,460097,2
144139,209235,5
213569,815149,17
446455,392132,15
623157,113285,4
370983,184729,14
82155.8,991638,12
218909,828944,17
94973.6,77639.1,5
816248,945585,19
478622,311716,15
889615,367626,7
332926,44862.2,14
862270,54017.8,1
531785,676778,11
744285,38880.6,4
962493,218055,1
683798,514328,9
63570.1,732963,6
778771,428175,9
112033,769250,12
48463.4,526017,6
812677,235603,8
152470,707480,6
676717,368389,8
650380,20783.1,4
58656.6,63997.3,5
441206,716025,11
185614,566759,6
633076,638600,10
677847,917753,3
594592,996094,3
554003,314188,15
458510,299722,15
161962,226112,5
5127.11,189917,5
501175,393139,15
777612,28382.2,1
630940,301492,8
594867,704764,10
916105,49531.5,1
459273,185095,14
371075,268197,18
325449,50935.4,14
951079,602252,0
433790,762871,11
930082,797906,19
38972.1,760796,6
125431,312387,16
506790,904630,13
299478,183050,14
34485.9,293252,16
220283,293619,18
800501,297250,8
216834,779443,17
287393,831660,17
245277,744621,17
977783,599109,0
117832,348918,16
717795,379864,8
259133,285195,18
905881,556658,0
770196,334117,8
413556,63631.1,14
324808,677114,2
915983,967162,19
120487,595752,6
215033,43458.4,5
380749,710959,11
314280,143010,14
385174,644276,11
567186,944792,13
309336,540086,2
301889,34608,14
916868,896756,19
45594.7,212165,5
983917,243538,7
958464,667287,0
877163,990539,19
462600,293466,15
575457,898129,13
447157,49195.8,14
247780,684683,6
959593,60335.1,1
900571,942015,19
96255.4,206244,5
210425,380688,18
992004,371441,7
91189.3,110324,5
514084,499893,11
427107,793359,13
613269,184271,4
368542,724387,11
393139,884732,13
252266,803583,17
963652,122288,1
201147,615558,6
160314,261544,18
407758,23865.5,14
370281,903134,17
629322,465346,9
128758,582537,6
151830,108066,5
965270,534623,0
36683.2,842555,12
308145,864467,17
473556,336314,15
227058,684561,6
150426,718986,6
529252,766503,13
344005,506912,2
352306,130345,14
551073,745018,11
39246.8,888760,12
555284,665853,11
863857,695517,0
473373,66194.6,14
224158,447554,2
178411,705618,6
361187,578051,2
179571,961913,12
614124,484146,9
172216,364299,16
820276,478225,7
686056,87679.7,4
828547,262703,8
173193,656453,6
347575,431104,2
124699,602435,6
616626,14221.6,4
998688,266610,7
796350,750664,10
520585,961364,13
649953,682119,10
894009,937284,19
149663,991150,12
266396,656362,2
223426,826197,17
55116.4,382031,16
78035.8,332560,16
75930.1,685049,6
520463,341075,15
457839,755455,11
576525,296152,15
697043,29114.7,4
598834,145207,4
524888,210730,15
88320.6,196112,5
165532,924284,12
753716,497055,9
662099,576739,9
21240.9,233955,5
881710,201880,1
413831,94088.6,14
195288,685141,6
62624,641743,6
289926,484725,2
226966,611805,2
738304,379315,8
199438,780358,17
443342,516861,11
491165,837794,13
524277,736290,11
849879,598956,0
234443,410047,18
588092,58259.8,4
731071,532517,9
12237.9,362377,16
572893,87252.4,4
574389,852748,13
331736,485336,2
838099,51942.5,1
291879,704520,17
587603,952757,13
502091,300851,15
534867,346721,15
64363.5,332713,16
222724,321757,18
115818,59846.8,5
5371.26,590655,6
110141,680502,6
535783,111789,4
358959,972839,17
129643,652882,6
975249,139164,1
830470,653279,0
994568,35309.9,1
95492.4,86275.8,5
164861,931364,12
884548,134342,1
309122,615009,2
684500,491531,9
911252,644246,0
771508,125919,1
271981,501541,2
918821,492203,7
857112,928953,19
934599,608692,0
938688,450697,7
976135,227699,1
936888,647206,0
668844,658193,10
629810,753899,10
777947,769768,10
236030,246345,18
667440,444563,9
916471,864071,19
158269,369213,16
110385,644307,6
789209,702811,10
943663,609943,0
18524.7,939024,12
346477,405438,18
702414,330119,8
122776,28870.5,5
375072,679800,11
643941,488815,9
562517,266335,15
724570,350719,8
705313,254433,8
201697,349712,18
378643,313974,18
403485,162542,14
499283,417432,15
688772,676229,10
226417,53743.1,5
185339,287179,18
422407,505875,2
380993,541673,2
962218,512314,0
948729,404950,7
995605,697745,0
745354,254372,8
595874,737907,10
931974,951598,19
199561,444227,16
252327,685812,6
978027,940794,19
296854,322306,18
908902,982086,19
698599,358654,8
957610,354015,7
280038,913938,17
562639,332194,15
820093,75930.1,1
666982,471603,9
963591,36164.4,1
977508,690909,0
477950,372143,15
89663.4,819361,12
196112,223304,18
709586,620075,10
197546,568163,2
567980,915647,13
695486,977355,3
871609,942167,19
342570,710746,17
405988,577593,11
864254,474349,7
811060,746666,10
704794,178198,8
224830,229347,18
349284,264657,18
556291,414319,15
791498,233283,8
225898,368480,18
877194,498642,7
436232,64821.3,14
591082,304392,15
18524.7,846889,12
395550,709006,11
780145,334941,8
98727.4,276833,16
168645,122318,5
52949.6,681082,6
103732,892544,12
382794,575030,2
124027,137059,5
47547.8,442213,16
688162,593707,9
473586,316782,15
672964,979492,3
876278,901395,19
957305,688345,0
855831,321299,7
592364,985443,3
15442.4,170873,5
560442,980926,13
845576,251900,7
641499,434950,9
564745,100345,4
566424,352458,15
633412,674703,10
557756,501267,9
884854,55421.6,1
675069,550523,9
274758,314585,18
210517,607807,6
760582,471419,9
852474,652364,0
408765,289804,15
569597,849696,13
120914,213843,5
296640,108707,14
986908,606098,0
644276,635914,10
846675,276894,7
139134,773614,12
792657,692038,10
49378.9,208594,5
697317,850734,3
789544,826930,3
33417.8,256539,16
354595,195257,14
888272,289529,7
328471,995636,17
786096,250008,8
873012,850734,19
349925,11017.2,14
856105,980255,19
576922,210120,4
45503.1,144597,5
199255,858882,17
201483,492508,2
878079,773583,19
77364.4,350749,16
455947,959197,13
899960,810724,19
800928,635304,0
982604,294961,7
533586,602618,11
844020,258797,7
768090,736137,10
692892,917203,3
537706,182806,4
514359,515549,11
445296,959990,13
387616,304178,18
901639,723075,0
197424,160222,5
713950,122471,4
700186,849544,3
391522,21729.2,14
95309.3,360485,16
966369,531510,0
958129,696432,0
11688.6,948515,12
734611,109500,4
504227,901456,13
112217,120212,5
841731,921873,19
580126,917966,13
322001,902066,17
511795,6653.04,4
336344,99673.5,14
260445,367199,18
56154.1,123508,5
181402,81759.1,5
119510,314035,16
310373,430464,2
381848,738639,17
756218,50355.5,4
803858,281137,8
837855,967406,19
638081,643513,10
731498,298654,8
866817,118076,1
20386.4,298898,16
962493,358226,7
183111,317850,18
114566,697562,6
838404,268441,7
717246,468184,9
614704,504440,9
765252,871548,3
950529,695669,0
487411,888058,13
88168,493912,16
682333,95370.3,4
118229,628925,6
432386,728935,11
293741,683798,2
789972,483688,9
85299.2,303079,16
272469,50599.7,14
715445,102390,4
200873,828974,17
318705,208258,18
691397,279489,8
548814,279519,15
88686.8,614399,6
516892,176641,4
435865,574023,11
526749,275552,15
835353,552141,0
292245,892636,17
894009,918516,19
309641,524613,2
485488,678091,11
933226,733360,0
433210,226875,14
